timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,asn,is_anomaly
2024-09-25T10:05:00Z,165.234.73.68,36.126.134.192,39335,8333,c8de4491d9174f80a0491ae8ca2bb14f26d26034122a47bc8721a5443f5ad58b,bc1g8h4uzdqxsqx538jeqek2y72zrmneh3lv36nmjk,1fmzrsPTqAMfhg5dXFTGvgDKm4poQ4uZiD,2.74654067,2.74210572,0.00443495,P2WSH,SG,AS62350,False
2024-09-25T10:17:00Z,59.34.16.221,85.36.121.72,44866,8333,ba371d506ec6415dbedaf453eca38b9ab0413ac0d0b04a13ac17ef1b8c5b8ccb,bc10cmy94nvnwg374rucc2f9qhhlcsr56sxt97aan0,1vsqJ4sw5V5mm8UYGsRDYjCKzeSX8ELbED,0.81946889,0.81627649,0.0031924,P2WSH,CN,AS80678,False
2024-09-25T10:31:00Z,165.204.169.241,8.59.133.46,39073,8333,1cd98dba3470474a888f988991ce7738c1045b4286884d83aecc981f64607014,1noC6SRUjgz6QLrFCTRHFvSrY3zqyvrAVD;3uA1PvnHhjnfVCD4j4K3UvX4Wr44rQwaa3;1RaXwCiEPfJKk5Tzz5DGwtsNAqhcze1pJf,1GtkAHDLgrWFu3dq3L8yAShZ7wh93NZR3N;1uDF6ntQc9vsypt2jLvospGn7srDpTJoE2,1.36908405;1.97717878;4.38958824,3.18247161;4.5485417,0.00483776,P2WPKH,US,AS24208,False
2024-09-25T10:49:00Z,117.167.172.195,98.142.215.65,55740,8333,5f3686736fa649f49197f57bfc850a677b96cbced89244b3a56cc25fa06d6d0d,bc1edlruxpdse47hxd7an4rus42k3x4vh9jv6fxen2;3SDUuoA5WdLpkgEC2FUr5RdChVFf1km7RB,bc1sp8mwe4ln7unhs63uh0g85cs5gzfg23y8kkzd3d;1qPmw2taUwJPtqYjouVGVPfojqvyXubf5R,4.4008311;1.31778062,2.46379219;3.25344476,0.00137477,P2PKH,NL,AS12540,False
2024-09-25T11:05:00Z,221.219.156.146,159.30.50.243,51010,8333,b2ef307116a24676a7111b2510db12a09289b75b7c434229812d60e11b9c0534,3E4x32FqdEU7wTFNcxinAKavauNwCbqFhJ;bc1nrletdts2m6r756kdh7ge30dhgm6zu8wnvqm9xe;3HbtZWCEQZEUiS2JQFfNZLzYMTJEiKkxhC,bc10hlsfrx89q3gl3kym0mj0w9p706vz5pyjflrcne,1.51559212;2.85157641;2.52731509,6.89221429,0.00226933,P2SH,CH,AS37659,False
2024-09-25T11:17:00Z,10.64.169.223,26.225.51.135,60690,8333,7c2b0033e0e241f792d9fc9f48b2007fc956d0fd9e964ae1a24f1de4473d75fa,1EZAQgU2HHr5EGnboC7E9G94nbpvSUJQGY;353SKF6xqaxzfG3kUevBadV6MLfrLhHwpY;36F7msp1sT4XdVS3G8HtV2doiK1QEq7we9,bc1fkd00wyxnhyzcm2egqh6j4mw02cvaml8vmd20av,4.94786301;4.06577147;3.43408551,12.44687467,0.00084532,P2WSH,US,AS28894,False
2024-09-25T11:33:00Z,100.232.189.172,191.214.79.227,28213,8333,3bf3f4e5accf43ea9d2d5ad850ee8a0898bcee1180384f53847fba384f01d54e,1UyLherrrPKims34dvzkS6dsShu3oJN9XZ;1A5scEu9TFF1ougASMbeRFrCPVEaazJyfG;bc1mclah6uc8e8xgcc4yr5peptya2dxeutsg9a77fm,1U5kEggQrZ6PG8NkGPeNgUcwLcedThe733,4.98167319;1.02254216;1.55660015,7.55808152,0.00273398,P2PKH,BR,AS74139,False
2024-09-25T11:49:00Z,223.73.205.18,37.15.46.192,35789,8333,63b05e12ddb5439fa27f2b65ae03070307f4c53d53f84d48810520079a17c21f,1hDSENyNue4Hyxp6Dey3LznCqZbpEmnbHz;1Yo7s8Mnb1G8R74SMbTDcjufJe2zrR7iSu,3c4GdYKzXTc6hremiDTELTR6RfN9v4q66j;1ZbZL8MfksiybMaDfE7rNmaorypce2vqGB,3.66214448;1.8904311,1.67879996;3.87201048,0.00176514,P2SH,IN,AS65028,False
2024-09-25T12:03:00Z,190.21.230.233,208.96.164.155,32194,8333,0ef8bfad8d78487e9fae5835a70f69987807e134f71e4e65a01b96f703df5517,3KKwbtAk35SRcRDWM7gbXJDz4CwmmH7VR8;bc1ks6ezmpqamjjkdrq2en6azm8jsvf229srsuth66,16FB9m5xdTZagtezKyKSUdobM5T3NHey6b,2.23017114;3.11148233,5.33687774,0.00477573,P2TR,GB,AS18109,False
2024-09-25T12:18:00Z,215.171.74.36,10.146.241.179,55491,8333,26bccf112d0f474489b54bd1a2d3f7b7399677d67eb54a21b71c9b69d624fd19,bc1z5pklsntavc4p5223vgm7nyz4af54ykz352yk7l,bc1z4sqf72cxlyfes3hs4unny9knuhpthlnce887eu;1NwzTHPXypo9FesZ6rrHmGu9SwDTM24WEz,2.18710703,1.47029837;0.71657054,0.00023812,P2SH,AU,AS71487,False
